product_id,brand,product_name,product_name_en,category,subcategory,is_rising,rising_rank,category_rank,brand_rank,source_1,source_product_id_1,url_1,source_2,source_product_id_2,url_2,source_3,source_product_id_3,url_3
P00193,누프,젤리코 테라피 노워시 트리트먼트,,팩,,,,,,화해,76740,https://www.hwahae.co.kr/goods/p/76740,,,,,,
P00194,누메,딥 포어 퍼밍 세럼,,스킨케어,에센스/앰플/세럼,,,,,화해,76759,https://www.hwahae.co.kr/goods/p/76759,,,,,,
P00195,에코미니멀,데일리 페이셜 크림,,스킨케어,크림,,,,,화해,76860,https://www.hwahae.co.kr/goods/p/76860,화해,2190874,https://www.hwahae.co.kr/products/p/2190874,,,
P00196,아누아,PDRN 히알루론산 수분 클렌징 폼,,마스크/팩,워시오프 팩,,,,,화해,76912,https://www.hwahae.co.kr/goods/p/76912,,,,,,
P00197,헤이글로우,핑크에너지 피치캄 배리어 바디 로션,,바디,바디로션,,,,,화해,76973,https://www.hwahae.co.kr/goods/p/76973,,,,,,
P00198,아페리레,비 프로즌 포어 팩 투 폼 클렌저,,필링,클렌징 폼,,,,,화해,76974,https://www.hwahae.co.kr/goods/p/76974,,,,,,
P00199,눈스업,스텔라블룸 히알루론산 콜라겐 랩핑 마스크,,팩,필오프 팩,,,,,화해,77013,https://www.hwahae.co.kr/goods/p/77013,,,,,,
P00200,눈스업,스텔라블룸 PDRN 콜라겐 랩핑 마스크,,마스크/팩,필오프 팩,,,,,화해,77015,https://www.hwahae.co.kr/goods/p/77015,,,,,,
P00201,스킨푸드,피치뽀송 징크 PCA 패드,,마스크/팩,부분마스크/팩,,,,,화해,77160,https://www.hwahae.co.kr/goods/p/77160,,,,,,
P00202,팔색미인,5D 히알루론산 세럼,,앰플/세럼,,,,,,화해,77270,https://www.hwahae.co.kr/goods/p/77270,,,,,,
P00203,닥터지,레드 블레미쉬 10-시카 캡슐 수딩 토너,,토너,,,,,,화해,77401,https://www.hwahae.co.kr/goods/p/77401,,,,,,
P00204,닥터지,레드 블레미쉬 쿨 수딩 젤리 미스트,,스킨케어,미스트,,,,,화해,77404,https://www.hwahae.co.kr/goods/p/77404,,,,,,
P00205,익스큐즈마이프랭크,바쿠치올 에이지 디펜스 아이크림,,스킨케어,아이케어,,,,,화해,77568,https://www.hwahae.co.kr/goods/p/77568,,,,,,
P00206,브르카,바디 오일,,에센스,,,,,,화해,77645,https://www.hwahae.co.kr/goods/p/77645,,,,,,
P00207,어게인미,비비 안티헤어로스 샴푸 [두피맑음],,헤어케어,샴푸,,,,,화해,77650,https://www.hwahae.co.kr/goods/p/77650,,,,,,
P00208,테라비코스,히알루론산 약산성 클렌징 워터,,클렌징/필링,클렌징 워터,,,,,화해,77662,https://www.hwahae.co.kr/goods/p/77662,,,,,,
P00209,라보레브,피치마이크로바이옴 10 엑소좀 크림,,스킨케어,크림,,,,,화해,77697,https://www.hwahae.co.kr/goods/p/77697,,,,,,
P00210,결하우스,올리브 앤 레몬 글로우 하이드로겔 마스크,,마스크/팩,시트마스크,,,,,화해,77781,https://www.hwahae.co.kr/goods/p/77781,,,,,,
P00211,오베드,브라이트닝 마스크,,마스크/팩,시트마스크,,,,,화해,77840,https://www.hwahae.co.kr/goods/p/77840,,,,,,
P00212,다이브,쥬베 립 세럼 [01 쥬 로즈],,립밤,,,,,,화해,77990,https://www.hwahae.co.kr/goods/p/77990,,,,,,
P00213,로그비,모이스처 피니시 마일드 클렌징밀크,,필링,클렌징 로션/크림,,,,,화해,78019,https://www.hwahae.co.kr/goods/p/78019,,,,,,
P00214,메이크프렘,세이프 미 릴리프 모이스처 클렌징 밀크,,클렌징/필링,클렌징 로션/크림,TRUE,16,17,,화해,78129,https://www.hwahae.co.kr/goods/p/78129,화해,1841507,https://www.hwahae.co.kr/products/p/1841507,,,
P00215,이니스프리,데일리 유브이 노세범 선파우더 [SPF30/PA++],,선케어,선케어 기타,,,,,화해,78140,https://www.hwahae.co.kr/goods/p/78140,,,,,,
P00216,벨포,쌀겨수 딥 클렌징 티슈,,필링,클렌징 티슈/패드,,,,,화해,78484,https://www.hwahae.co.kr/goods/p/78484,,,,,,
P00217,비마이스킨,스템셀 엔엠엔 리셋 하이드로겔 마스크,,마스크/팩,시트마스크,,,,,화해,78531,https://www.hwahae.co.kr/goods/p/78531,,,,,,
P00218,메이크프렘,피디알엔 포어 클레이 클렌징 밀크,,클렌징/필링,클렌징 로션/크림,,,,,화해,78583,https://www.hwahae.co.kr/goods/p/78583,,,,,,
P00219,로티,리프루미 하이드레이팅 토너,,스킨케어,스킨/토너,,,,,화해,78674,https://www.hwahae.co.kr/goods/p/78674,,,,,,
P00220,이옴,트러블 패치 마스크,,마스크/팩,시트마스크,,,,,화해,78865,https://www.hwahae.co.kr/goods/p/78865,,,,,,
P00221,메디힐,히알루론산 속보습 패드,,토너 패드,,,,,,화해,79060,https://www.hwahae.co.kr/goods/p/79060,,,,,,
P00222,라운드랩,1025 독도 토너,,,,,,15,2,화해,1779219,https://www.hwahae.co.kr/products/p/1779219,,,,,,
P00223,일리윤,세라마이드 아토 6.0 탑투토 워시,,,,,,,7,화해,1806141,https://www.hwahae.co.kr/products/p/1806141,,,,,,
P00224,코스알엑스,아하/바하 클래리파잉 토너 미스트,,스킨케어,스킨/토너,,,,,화해,1850134,https://www.hwahae.co.kr/products/p/1850134,,,,,,
